"FIPS","GeoName","LandingPageLink","DownloadLink"
"55069","Lincoln","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/l9jf2ak9tb800putmnuo9esihvkmoosq.zip"
"55071","Manitowac","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/jetegw107zj58r7bq7dilvcqydnqp3ws.zip"
"55073","Marathon","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/puz5ymf8b6keuypk6dpve090gwiarbym.zip"
"55075","Marinette","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/b40ujqoufds7slv2k23shyb73ig9rh4q.zip"
"55077","Marquette","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/zlatnsod13u81ep7clwzu4z8ahqmeh3e.zip"
"55078","Menominee","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/5h57mft56jq6b4e1je2h9jes378h1d1g.zip"
"55079","Milwaukee","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/0brqw0o7lywg433l1eyn7t9rit7mwws2.zip"
"55081","Monroe","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/zu860f18z617y0yhlf0nywiw0lij79gn.zip"
"55083","Oconto","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/pyrwy4ql8uhgdh9l2aixcfg5sr8aff2y.zip"
"55085","Oneida","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/azmdfc8op1rj5hix365gkxp7nn0pc8m3.zip"
"55087","Outagamie","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/m6s2fhuom7jvu3jljus1uv8dm8q6s3kb.zip"
"55089","Ozaukee","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/xhp7pz6zj8mn4oupzzjh9azpf5d82ush.zip"
"55091","Pepin","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/0gm0l2g4v7x9xnb3eaaqrhdpkiayu91d.zip"
"55093","Pierce","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/kda1nw0iqgzclgxkqljcoj8f06quimpy.zip"
"55095","Polk","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/rkw1t8uqkqlr141u5huk0d1469irh0s5.zip"
"55097","Portage","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/0wl44m3ekl4rrcixrc7uxhl7z9omkvrr.zip"
"55099","Price","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/pa3a5ht3k8fgl3snv2aws2k2c77fdg6j.zip"
"55101","Racine","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/byyr35dcuxx29907h1c1optj50ue9nkd.zip"
"55103","Richland","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/vpk1pfs54viu5owk07rvvpmkoo8s7ixn.zip"
"55105","Rock","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/c5vgnmlhvv3lp277msrenr3h24kqxlld.zip"
"55107","Rusk","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/9l0u1ilshqvnqfldkrnt3vid341e6ccd.zip"
"55111","Sauk","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/331pgmfpezbvircjdtz7gf6d243kxup6.zip"
"55113","Sawyer","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/egk2f19q0illc45gxe38y4hu3mifsn0e.zip"
"55115","Shawano","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/9c032gbl6ohk4s42jr6asy8r9atv2e8c.zip"
"55117","Sheboygan","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/kac8uctkxo7hzhizbl11t5ae0j8t9lgj.zip"
"55109","St Croix","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/rin82k9iaj6cezyptw15np4c472aryh9.zip"
"55119","Taylor","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/f7g1k3rzqeqkvpoypthv6t8ubkkgz6z3.zip"
"55121","Trempealeau","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/0infl6a54xl92kja46t3y8vw4vgc4tx3.zip"
"55123","Vernon","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/9aluav66d9poqghwwpn7yxsj660qg5kj.zip"
"55125","Vilas","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/o32367l2b1tqt40266q0r0fne3nv5sf8.zip"
"55127","Walworth","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/uoao4hxvfebzodb5behyq80blicawzcl.zip"
"55129","Washburn","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/zsbg0k1ff932g9gx6yvroz6z8biyps7j.zip"
"55131","Washington","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/dhc95a8t4gpdp0ufc9o1fx4j5cs82pfl.zip"
"55133","Waukesha","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/4cnri6vpcc1v4lr6hq3202hgr02sgr85.zip"
"55135","Waupaca","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/xekv0oueu920ou8jgw96qmvtxtfk00au.zip"
"55137","Waushara","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/2zoafzcdzrash3a8b160mh057bnut9re.zip"
"55139","Winnebago","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/rultpd1an4xai42futzc8p54s4v6uzzm.zip"
"55141","Wood","https://www.sco.wisc.edu/parcels/data-county/","https://uwmadison.box.com/shared/static/t4h0uqhdqh80bratf79jwrvvjwcvulbl.zip"
"02020","Anchorage","http://www.asgdc.state.ak.us/#2904","Manual"
"02068","Denali","http://www.asgdc.state.ak.us/#3019","Manual"
"02090","Fairbanks North Star","http://www.asgdc.state.ak.us/#2912","Manual"
"02100","Haines","http://www.asgdc.state.ak.us/#2905","Manual"
"02110","Juneau","http://www.asgdc.state.ak.us/#2906","Manual"
"02122","Kenai Peninsula","http://www.asgdc.state.ak.us/#2907","Manual"
"02130","Ketchikan Gateway","http://www.asgdc.state.ak.us/#2908","Manual"
"02150","Kodiak Island","http://www.asgdc.state.ak.us/#2909","Manual"
"02170","Matanuska-Susitna","http://www.asgdc.state.ak.us/#2910","Manual"
"02185","North Slope","http://www.asgdc.state.ak.us/#2911","Manual"
"02220","Sitka","http://www.asgdc.state.ak.us/#2913","Manual"
"02230","Skagway","http://www.asgdc.state.ak.us/#3020","Manual"
"02275","Wrangell","http://www.asgdc.state.ak.us/#2914","Manual"
"05001","Arkansas","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05003","Ashley","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05005","Baxter","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05007","Benton","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05009","Boone","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05011","Bradley","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05013","Calhoun","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05015","Carroll","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05017","Chicot","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05019","Clark","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05021","Clay","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05023","Cleburne","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05025","Cleveland","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05027","Columbia","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05029","Conway","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05031","Craighead","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05033","Crawford","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05035","Crittenden","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05037","Cross","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05039","Dallas","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05041","Desha","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05043","Drew","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05045","Faulkner","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05047","Franklin","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05051","Garland","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05053","Grant","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05055","Greene","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05057","Hempstead","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05059","Hot Spring","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05061","Howard","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05063","Independence","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05065","Izard","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05067","Jackson","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05069","Jefferson","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05071","Johnson","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05073","Lafayette","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05075","Lawrence","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05077","Lee","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05079","Lincoln","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05081","Little River","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05083","Logan","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05085","Lonoke","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05087","Madison","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05089","Marion","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05091","Miller","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05093","Mississippi","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05095","Monroe","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05097","Montgomery","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05099","Nevada","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05101","Newton","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05103","Ouachita","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05105","Perry","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05107","Phillips","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05109","Pike","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05111","Poinsett","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05113","Polk","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05115","Pope","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05117","Prairie","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05119","Pulaski","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05121","Randolph","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05123","St. Francis","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05125","Saline","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05127","Scott","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05131","Sebastian","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05133","Sevier","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05135","Sharp","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05137","Stone","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05139","Union","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05141","Van Buren","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05143","Washington","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05145","White","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05147","Woodruff","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"05149","Yell","https://gis.arkansas.gov/product/parcel-polygon-county-assessor-mapping-program-polygon/","Chop"
"06001","Alameda","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06003","Alpine","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06005","Amador","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06007","Butte","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06009","Calaveras","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06013","Contra Costa","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06015","Del Norte","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06017","El Dorado","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06019","Fresno","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06021","Glenn","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06023","Humboldt","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06025","Imperial","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06029","Kern","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06031","Kings","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06033","Lake","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06035","Lassen","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06037","Los Angeles","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06039","Madera","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06041","Marin","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06045","Mendocino","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06047","Merced","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06051","Mono","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06053","Monterey","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06055","Napa","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06057","Nevada","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06059","Orange","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06061","Placer","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06065","Riverside","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06067","Sacramento","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06069","San Benito","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06071","San Bernardino","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06073","San Diego","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06075","San Francisco","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06077","San Joaquin","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06081","San Mateo","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06083","Santa Barbara","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06085","Santa Clara","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06087","Santa Cruz","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06089","Shasta","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06091","Sierra","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06095","Solano","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06097","Sonoma","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06099","Stanislaus","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06101","Sutter","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06103","Tehama","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06105","Trinity","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06107","Tulare","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06109","Tuolumne","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06111","Ventura","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06113","Yolo","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"06115","Yuba","https://egis3.lacounty.gov/dataportal/2015/09/11/california-statewide-parcel-boundaries/","Chop"
"08001","Adams","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Adams.zip"
"08005","Arapahoe","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Arapahoe.zip"
"08007","Archuleta","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Archuleta.zip"
"08013","Boulder","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Boulder.zip"
"08014","Broomfield","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Broomfield.zip"
"08027","Custer","https://gisftp.colorado.gov/#/State%20Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/","https://gisftp.colorado.gov/State Data/OIT-GIS/ColoradoData/Cadastral/2019/PublicParcels2019/Shapefile/Custer.zip"
